State 1,State 2,Year,Gender,Age Group,Type of Area,Literacy Rate (%)
Karnataka,,2008,Male,15-24,Urban,"76.58"
Karnataka,,2008,Male,15-24,Rural,"51.63"
Karnataka,,2008,Male,25-34,Urban,"73.78"
Karnataka,,2008,Male,25-34,Rural,"70.39"
Karnataka,,2008,Male,35-44,Urban,"58.06"
Karnataka,,2008,Male,35-44,Rural,"82.82"
Karnataka,,2008,Male,45-54,Urban,"98.56"
Karnataka,,2008,Male,45-54,Rural,"78.11"
Karnataka,,2008,Male,55+,Urban,"85.74"
Karnataka,,2008,Male,55+,Rural,"53.42"
Karnataka,,2008,Female,15-24,Urban,"70.88"
Karnataka,,2008,Female,15-24,Rural,"55.82"
Karnataka,,2008,Female,25-34,Urban,"80.64"
Karnataka,,2008,Female,25-34,Rural,"96.92"
Karnataka,,2008,Female,35-44,Urban,"83.09"
Karnataka,,2008,Female,35-44,Rural,"53.84"
Karnataka,,2008,Female,45-54,Urban,"67.73"
Karnataka,,2008,Female,45-54,Rural,"77.53"
Karnataka,,2008,Female,55+,Urban,"70.16"
Karnataka,,2008,Female,55+,Rural,"91.68"
Karnataka,,2009,Male,15-24,Urban,"90.73"
Karnataka,,2009,Male,15-24,Rural,"80.59"
Karnataka,,2009,Male,25-34,Urban,"68.67"
Karnataka,,2009,Male,25-34,Rural,"62.77"
Karnataka,,2009,Male,35-44,Urban,"55.29"
Karnataka,,2009,Male,35-44,Rural,"67.74"
Karnataka,,2009,Male,45-54,Urban,"70.66"
Karnataka,,2009,Male,45-54,Rural,"83.79"
Karnataka,,2009,Male,55+,Urban,"82.91"
Karnataka,,2009,Male,55+,Rural,"53.51"
Karnataka,,2009,Female,15-24,Urban,"69.76"
Karnataka,,2009,Female,15-24,Rural,"59.09"
Karnataka,,2009,Female,25-34,Urban,"57.84"
Karnataka,,2009,Female,25-34,Rural,"91.37"
Karnataka,,2009,Female,35-44,Urban,"52.1"
Karnataka,,2009,Female,35-44,Rural,"70.96"
Karnataka,,2009,Female,45-54,Urban,"58.41"
Karnataka,,2009,Female,45-54,Rural,"93.97"
Karnataka,,2009,Female,55+,Urban,"77.85"
Karnataka,,2009,Female,55+,Rural,"61.57"
Karnataka,,2010,Male,15-24,Urban,"75.12"
Karnataka,,2010,Male,15-24,Rural,"86.57"
Karnataka,,2010,Male,25-34,Urban,"97.91"
Karnataka,,2010,Male,25-34,Rural,"61.02"
Karnataka,,2010,Male,35-44,Urban,"94.31"
Karnataka,,2010,Male,35-44,Rural,"96.72"
Karnataka,,2010,Male,45-54,Urban,"95.82"
Karnataka,,2010,Male,45-54,Rural,"81.77"
Karnataka,,2010,Male,55+,Urban,"81.49"
Karnataka,,2010,Male,55+,Rural,"70.16"
Karnataka,,2010,Female,15-24,Urban,"87.62"
Karnataka,,2010,Female,15-24,Rural,"76.56"
Karnataka,,2010,Female,25-34,Urban,"83.87"
Karnataka,,2010,Female,25-34,Rural,"71.42"
Karnataka,,2010,Female,35-44,Urban,"86.57"
Karnataka,,2010,Female,35-44,Rural,"91.22"
Karnataka,,2010,Female,45-54,Urban,"57.32"
Karnataka,,2010,Female,45-54,Rural,"91.65"
Karnataka,,2010,Female,55+,Urban,"77.01"
Karnataka,,2010,Female,55+,Rural,"92.23"
Karnataka,,2011,Male,15-24,Urban,"71.57"
Karnataka,,2011,Male,15-24,Rural,"68.95"
Karnataka,,2011,Male,25-34,Urban,"95.75"
Karnataka,,2011,Male,25-34,Rural,"62.56"
Karnataka,,2011,Male,35-44,Urban,"92.21"
Karnataka,,2011,Male,35-44,Rural,"74.2"
Karnataka,,2011,Male,45-54,Urban,"75.7"
Karnataka,,2011,Male,45-54,Rural,"65.42"
Karnataka,,2011,Male,55+,Urban,"78.65"
Karnataka,,2011,Male,55+,Rural,"66.26"
Karnataka,,2011,Female,15-24,Urban,"51.96"
Karnataka,,2011,Female,15-24,Rural,"63.6"
Karnataka,,2011,Female,25-34,Urban,"50.32"
Karnataka,,2011,Female,25-34,Rural,"98.92"
Karnataka,,2011,Female,35-44,Urban,"98.29"
Karnataka,,2011,Female,35-44,Rural,"69.76"
Karnataka,,2011,Female,45-54,Urban,"86.42"
Karnataka,,2011,Female,45-54,Rural,"67.29"
Karnataka,,2011,Female,55+,Urban,"83.55"
Karnataka,,2011,Female,55+,Rural,"90.27"
Karnataka,,2012,Male,15-24,Urban,"97.34"
Karnataka,,2012,Male,15-24,Rural,"70.01"
Karnataka,,2012,Male,25-34,Urban,"89.16"
Karnataka,,2012,Male,25-34,Rural,"63.3"
Karnataka,,2012,Male,35-44,Urban,"99.52"
Karnataka,,2012,Male,35-44,Rural,"51.29"
Karnataka,,2012,Male,45-54,Urban,"80.18"
Karnataka,,2012,Male,45-54,Rural,"82.98"
Karnataka,,2012,Male,55+,Urban,"84.4"
Karnataka,,2012,Male,55+,Rural,"56.02"
Karnataka,,2012,Female,15-24,Urban,"96.93"
Karnataka,,2012,Female,15-24,Rural,"59.06"
Karnataka,,2012,Female,25-34,Urban,"81.14"
Karnataka,,2012,Female,25-34,Rural,"61.13"
Karnataka,,2012,Female,35-44,Urban,"65.36"
Karnataka,,2012,Female,35-44,Rural,"77.32"
Karnataka,,2012,Female,45-54,Urban,"70.86"
Karnataka,,2012,Female,45-54,Rural,"58.01"
Karnataka,,2012,Female,55+,Urban,"58.55"
Karnataka,,2012,Female,55+,Rural,"70.91"
Karnataka,,2013,Male,15-24,Urban,"87.86"
Karnataka,,2013,Male,15-24,Rural,"94.9"
Karnataka,,2013,Male,25-34,Urban,"54.21"
Karnataka,,2013,Male,25-34,Rural,"69.66"
Karnataka,,2013,Male,35-44,Urban,"55.01"
Karnataka,,2013,Male,35-44,Rural,"50.83"
Karnataka,,2013,Male,45-54,Urban,"83.09"
Karnataka,,2013,Male,45-54,Rural,"80.12"
Karnataka,,2013,Male,55+,Urban,"58.15"
Karnataka,,2013,Male,55+,Rural,"61.69"
Karnataka,,2013,Female,15-24,Urban,"51.19"
Karnataka,,2013,Female,15-24,Rural,"91.75"
Karnataka,,2013,Female,25-34,Urban,"98.73"
Karnataka,,2013,Female,25-34,Rural,"56.77"
Karnataka,,2013,Female,35-44,Urban,"61.57"
Karnataka,,2013,Female,35-44,Rural,"93.42"
Karnataka,,2013,Female,45-54,Urban,"96.32"
Karnataka,,2013,Female,45-54,Rural,"70.98"
Karnataka,,2013,Female,55+,Urban,"52.53"
Karnataka,,2013,Female,55+,Rural,"51.97"
Karnataka,,2014,Male,15-24,Urban,"78.7"
Karnataka,,2014,Male,15-24,Rural,"69.64"
Karnataka,,2014,Male,25-34,Urban,"51.43"
Karnataka,,2014,Male,25-34,Rural,"79.16"
Karnataka,,2014,Male,35-44,Urban,"50.57"
Karnataka,,2014,Male,35-44,Rural,"89.37"
Karnataka,,2014,Male,45-54,Urban,"65.32"
Karnataka,,2014,Male,45-54,Rural,"52.01"
Karnataka,,2014,Male,55+,Urban,"79.42"
Karnataka,,2014,Male,55+,Rural,"69.88"
Karnataka,,2014,Female,15-24,Urban,"98.69"
Karnataka,,2014,Female,15-24,Rural,"77.21"
Karnataka,,2014,Female,25-34,Urban,"63.76"
Karnataka,,2014,Female,25-34,Rural,"85.47"
Karnataka,,2014,Female,35-44,Urban,"63.57"
Karnataka,,2014,Female,35-44,Rural,"95.21"
Karnataka,,2014,Female,45-54,Urban,"68.74"
Karnataka,,2014,Female,45-54,Rural,"77.49"
Karnataka,,2014,Female,55+,Urban,"52.53"
Karnataka,,2014,Female,55+,Rural,"71.31"
Karnataka,,2015,Male,15-24,Urban,"91.62"
Karnataka,,2015,Male,15-24,Rural,"90.28"
Karnataka,,2015,Male,25-34,Urban,"61.22"
Karnataka,,2015,Male,25-34,Rural,"61.3"
Karnataka,,2015,Male,35-44,Urban,"90.87"
Karnataka,,2015,Male,35-44,Rural,"96.52"
Karnataka,,2015,Male,45-54,Urban,"54.77"
Karnataka,,2015,Male,45-54,Rural,"72.5"
Karnataka,,2015,Male,55+,Urban,"66.87"
Karnataka,,2015,Male,55+,Rural,"93.53"
Karnataka,,2015,Female,15-24,Urban,"54.18"
Karnataka,,2015,Female,15-24,Rural,"60.56"
Karnataka,,2015,Female,25-34,Urban,"87.62"
Karnataka,,2015,Female,25-34,Rural,"52.56"
Karnataka,,2015,Female,35-44,Urban,"74.63"
Karnataka,,2015,Female,35-44,Rural,"72.11"
Karnataka,,2015,Female,45-54,Urban,"66.72"
Karnataka,,2015,Female,45-54,Rural,"69.73"
Karnataka,,2015,Female,55+,Urban,"76.5"
Karnataka,,2015,Female,55+,Rural,"58.07"
Karnataka,,2016,Male,15-24,Urban,"78.6"
Karnataka,,2016,Male,15-24,Rural,"90.27"
Karnataka,,2016,Male,25-34,Urban,"88.01"
Karnataka,,2016,Male,25-34,Rural,"57.69"
Karnataka,,2016,Male,35-44,Urban,"57.46"
Karnataka,,2016,Male,35-44,Rural,"63.41"
Karnataka,,2016,Male,45-54,Urban,"68.05"
Karnataka,,2016,Male,45-54,Rural,"70.42"
Karnataka,,2016,Male,55+,Urban,"83.98"
Karnataka,,2016,Male,55+,Rural,"52.83"
Karnataka,,2016,Female,15-24,Urban,"51.73"
Karnataka,,2016,Female,15-24,Rural,"69.6"
Karnataka,,2016,Female,25-34,Urban,"84.86"
Karnataka,,2016,Female,25-34,Rural,"59.67"
Karnataka,,2016,Female,35-44,Urban,"82.08"
Karnataka,,2016,Female,35-44,Rural,"62.99"
Karnataka,,2016,Female,45-54,Urban,"94.3"
Karnataka,,2016,Female,45-54,Rural,"94.78"
Karnataka,,2016,Female,55+,Urban,"64.86"
Karnataka,,2016,Female,55+,Rural,"61.5"
Karnataka,,2017,Male,15-24,Urban,"70.57"
Karnataka,,2017,Male,15-24,Rural,"62.03"
Karnataka,,2017,Male,25-34,Urban,"83.62"
Karnataka,,2017,Male,25-34,Rural,"91.3"
Karnataka,,2017,Male,35-44,Urban,"83.65"
Karnataka,,2017,Male,35-44,Rural,"91.22"
Karnataka,,2017,Male,45-54,Urban,"69.85"
Karnataka,,2017,Male,45-54,Rural,"57.82"
Karnataka,,2017,Male,55+,Urban,"86.9"
Karnataka,,2017,Male,55+,Rural,"68.02"
Karnataka,,2017,Female,15-24,Urban,"83.56"
Karnataka,,2017,Female,15-24,Rural,"63.53"
Karnataka,,2017,Female,25-34,Urban,"54.06"
Karnataka,,2017,Female,25-34,Rural,"99.63"
Karnataka,,2017,Female,35-44,Urban,"57.81"
Karnataka,,2017,Female,35-44,Rural,"99.42"
Karnataka,,2017,Female,45-54,Urban,"98.86"
Karnataka,,2017,Female,45-54,Rural,"89.69"
Karnataka,,2017,Female,55+,Urban,"82.97"
Karnataka,,2017,Female,55+,Rural,"78.89"
Karnataka,,2018,Male,15-24,Urban,"93.31"
Karnataka,,2018,Male,15-24,Rural,"64.47"
Karnataka,,2018,Male,25-34,Urban,"73.38"
Karnataka,,2018,Male,25-34,Rural,"80.97"
Karnataka,,2018,Male,35-44,Urban,"70.56"
Karnataka,,2018,Male,35-44,Rural,"71.37"
Karnataka,,2018,Male,45-54,Urban,"66.51"
Karnataka,,2018,Male,45-54,Rural,"78.21"
Karnataka,,2018,Male,55+,Urban,"92.53"
Karnataka,,2018,Male,55+,Rural,"60.08"
Karnataka,,2018,Female,15-24,Urban,"96.72"
Karnataka,,2018,Female,15-24,Rural,"84.45"
Karnataka,,2018,Female,25-34,Urban,"91.16"
Karnataka,,2018,Female,25-34,Rural,"77.81"
Karnataka,,2018,Female,35-44,Urban,"88.98"
Karnataka,,2018,Female,35-44,Rural,"50.81"
Karnataka,,2018,Female,45-54,Urban,"90.92"
Karnataka,,2018,Female,45-54,Rural,"52.01"
Karnataka,,2018,Female,55+,Urban,"94.5"
Karnataka,,2018,Female,55+,Rural,"99.6"
Karnataka,,2019,Male,15-24,Urban,"64.7"
Karnataka,,2019,Male,15-24,Rural,"60.52"
Karnataka,,2019,Male,25-34,Urban,"88.27"
Karnataka,,2019,Male,25-34,Rural,"62.65"
Karnataka,,2019,Male,35-44,Urban,"93.28"
Karnataka,,2019,Male,35-44,Rural,"55.14"
Karnataka,,2019,Male,45-54,Urban,"56.3"
Karnataka,,2019,Male,45-54,Rural,"98.96"
Karnataka,,2019,Male,55+,Urban,"83.69"
Karnataka,,2019,Male,55+,Rural,"92.34"
Karnataka,,2019,Female,15-24,Urban,"66.22"
Karnataka,,2019,Female,15-24,Rural,"83.82"
Karnataka,,2019,Female,25-34,Urban,"79.71"
Karnataka,,2019,Female,25-34,Rural,"80.16"
Karnataka,,2019,Female,35-44,Urban,"84.13"
Karnataka,,2019,Female,35-44,Rural,"78.77"
Karnataka,,2019,Female,45-54,Urban,"71.45"
Karnataka,,2019,Female,45-54,Rural,"63.8"
Karnataka,,2019,Female,55+,Urban,"88.43"
Karnataka,,2019,Female,55+,Rural,"61.31"
Karnataka,,2020,Male,15-24,Urban,"84.62"
Karnataka,,2020,Male,15-24,Rural,"61.67"
Karnataka,,2020,Male,25-34,Urban,"81.27"
Karnataka,,2020,Male,25-34,Rural,"87.35"
Karnataka,,2020,Male,35-44,Urban,"60.94"
Karnataka,,2020,Male,35-44,Rural,"53.0"
Karnataka,,2020,Male,45-54,Urban,"56.55"
Karnataka,,2020,Male,45-54,Rural,"80.3"
Karnataka,,2020,Male,55+,Urban,"92.47"
Karnataka,,2020,Male,55+,Rural,"52.25"
Karnataka,,2020,Female,15-24,Urban,"86.71"
Karnataka,,2020,Female,15-24,Rural,"67.07"
Karnataka,,2020,Female,25-34,Urban,"73.93"
Karnataka,,2020,Female,25-34,Rural,"96.44"
Karnataka,,2020,Female,35-44,Urban,"66.6"
Karnataka,,2020,Female,35-44,Rural,"73.27"
Karnataka,,2020,Female,45-54,Urban,"50.68"
Karnataka,,2020,Female,45-54,Rural,"54.08"
Karnataka,,2020,Female,55+,Urban,"62.93"
Karnataka,,2020,Female,55+,Rural,"51.39"
Karnataka,,2021,Male,15-24,Urban,"81.57"
Karnataka,,2021,Male,15-24,Rural,"71.32"
Karnataka,,2021,Male,25-34,Urban,"77.41"
Karnataka,,2021,Male,25-34,Rural,"58.73"
Karnataka,,2021,Male,35-44,Urban,"64.8"
Karnataka,,2021,Male,35-44,Rural,"83.19"
Karnataka,,2021,Male,45-54,Urban,"98.27"
Karnataka,,2021,Male,45-54,Rural,"52.52"
Karnataka,,2021,Male,55+,Urban,"94.52"
Karnataka,,2021,Male,55+,Rural,"78.84"
Karnataka,,2021,Female,15-24,Urban,"78.2"
Karnataka,,2021,Female,15-24,Rural,"75.01"
Karnataka,,2021,Female,25-34,Urban,"53.47"
Karnataka,,2021,Female,25-34,Rural,"54.49"
Karnataka,,2021,Female,35-44,Urban,"80.05"
Karnataka,,2021,Female,35-44,Rural,"67.05"
Karnataka,,2021,Female,45-54,Urban,"95.86"
Karnataka,,2021,Female,45-54,Rural,"70.33"
Karnataka,,2021,Female,55+,Urban,"57.16"
Karnataka,,2021,Female,55+,Rural,"85.74"
Karnataka,,2022,Male,15-24,Urban,"64.67"
Karnataka,,2022,Male,15-24,Rural,"76.27"
Karnataka,,2022,Male,25-34,Urban,"84.89"
Karnataka,,2022,Male,25-34,Rural,"95.01"
Karnataka,,2022,Male,35-44,Urban,"89.61"
Karnataka,,2022,Male,35-44,Rural,"83.82"
Karnataka,,2022,Male,45-54,Urban,"83.98"
Karnataka,,2022,Male,45-54,Rural,"97.3"
Karnataka,,2022,Male,55+,Urban,"64.79"
Karnataka,,2022,Male,55+,Rural,"50.06"
Karnataka,,2022,Female,15-24,Urban,"63.6"
Karnataka,,2022,Female,15-24,Rural,"60.89"
Karnataka,,2022,Female,25-34,Urban,"83.09"
Karnataka,,2022,Female,25-34,Rural,"81.69"
Karnataka,,2022,Female,35-44,Urban,"79.67"
Karnataka,,2022,Female,35-44,Rural,"50.81"
Karnataka,,2022,Female,45-54,Urban,"86.44"
Karnataka,,2022,Female,45-54,Rural,"66.18"
Karnataka,,2022,Female,55+,Urban,"83.25"
Karnataka,,2022,Female,55+,Rural,"77.83"
Kerala,,2000,Male,15-24,Urban,"67.14"
Kerala,,2000,Male,15-24,Rural,"56.73"
Kerala,,2000,Male,25-34,Urban,"54.72"
Kerala,,2000,Male,25-34,Rural,"91.58"
Kerala,,2000,Male,35-44,Urban,"95.92"
Kerala,,2000,Male,35-44,Rural,"82.49"
Kerala,,2000,Male,45-54,Urban,"55.17"
Kerala,,2000,Male,45-54,Rural,"70.1"
Kerala,,2000,Male,55+,Urban,"86.45"
Kerala,,2000,Male,55+,Rural,"88.99"
Kerala,,2000,Female,15-24,Urban,"55.91"
Kerala,,2000,Female,15-24,Rural,"50.0"
Kerala,,2000,Female,25-34,Urban,"85.61"
Kerala,,2000,Female,25-34,Rural,"67.83"
Kerala,,2000,Female,35-44,Urban,"62.72"
Kerala,,2000,Female,35-44,Rural,"50.64"
Kerala,,2000,Female,45-54,Urban,"77.01"
Kerala,,2000,Female,45-54,Rural,"92.56"
Kerala,,2000,Female,55+,Urban,"97.88"
Kerala,,2000,Female,55+,Rural,"78.29"
Kerala,,2001,Male,15-24,Urban,"75.72"
Kerala,,2001,Male,15-24,Rural,"54.25"
Kerala,,2001,Male,25-34,Urban,"77.44"
Kerala,,2001,Male,25-34,Rural,"69.0"
Kerala,,2001,Male,35-44,Urban,"80.36"
Kerala,,2001,Male,35-44,Rural,"69.44"
Kerala,,2001,Male,45-54,Urban,"62.01"
Kerala,,2001,Male,45-54,Rural,"54.75"
Kerala,,2001,Male,55+,Urban,"65.75"
Kerala,,2001,Male,55+,Rural,"54.83"
Kerala,,2001,Female,15-24,Urban,"58.84"
Kerala,,2001,Female,15-24,Rural,"99.37"
Kerala,,2001,Female,25-34,Urban,"72.21"
Kerala,,2001,Female,25-34,Rural,"76.59"
Kerala,,2001,Female,35-44,Urban,"93.68"
Kerala,,2001,Female,35-44,Rural,"99.78"
Kerala,,2001,Female,45-54,Urban,"79.14"
Kerala,,2001,Female,45-54,Rural,"90.62"
Kerala,,2001,Female,55+,Urban,"66.35"
Kerala,,2001,Female,55+,Rural,"65.29"
Kerala,,2002,Male,15-24,Urban,"70.14"
Kerala,,2002,Male,15-24,Rural,"83.63"
Kerala,,2002,Male,25-34,Urban,"84.11"
Kerala,,2002,Male,25-34,Rural,"65.76"
Kerala,,2002,Male,35-44,Urban,"56.66"
Kerala,,2002,Male,35-44,Rural,"81.62"
Kerala,,2002,Male,45-54,Urban,"56.42"
Kerala,,2002,Male,45-54,Rural,"78.92"
Kerala,,2002,Male,55+,Urban,"84.67"
Kerala,,2002,Male,55+,Rural,"85.03"
Kerala,,2002,Female,15-24,Urban,"87.67"
Kerala,,2002,Female,15-24,Rural,"93.64"
Kerala,,2002,Female,25-34,Urban,"75.0"
Kerala,,2002,Female,25-34,Rural,"86.51"
Kerala,,2002,Female,35-44,Urban,"80.96"
Kerala,,2002,Female,35-44,Rural,"59.33"
Kerala,,2002,Female,45-54,Urban,"51.28"
Kerala,,2002,Female,45-54,Rural,"64.23"
Kerala,,2002,Female,55+,Urban,"72.15"
Kerala,,2002,Female,55+,Rural,"80.86"
Kerala,,2003,Male,15-24,Urban,"92.5"
Kerala,,2003,Male,15-24,Rural,"59.81"
Kerala,,2003,Male,25-34,Urban,"56.28"
Kerala,,2003,Male,25-34,Rural,"98.17"
Kerala,,2003,Male,35-44,Urban,"55.4"
Kerala,,2003,Male,35-44,Rural,"73.92"
Kerala,,2003,Male,45-54,Urban,"79.28"
Kerala,,2003,Male,45-54,Rural,"77.07"
Kerala,,2003,Male,55+,Urban,"54.3"
Kerala,,2003,Male,55+,Rural,"52.85"
Kerala,,2003,Female,15-24,Urban,"55.27"
Kerala,,2003,Female,15-24,Rural,"79.28"
Kerala,,2003,Female,25-34,Urban,"77.22"
Kerala,,2003,Female,25-34,Rural,"61.69"
Kerala,,2003,Female,35-44,Urban,"81.89"
Kerala,,2003,Female,35-44,Rural,"91.0"
Kerala,,2003,Female,45-54,Urban,"52.08"
Kerala,,2003,Female,45-54,Rural,"74.91"
Kerala,,2003,Female,55+,Urban,"84.47"
Kerala,,2003,Female,55+,Rural,"62.62"
Kerala,,2004,Male,15-24,Urban,"65.39"
Kerala,,2004,Male,15-24,Rural,"80.68"
Kerala,,2004,Male,25-34,Urban,"94.9"
Kerala,,2004,Male,25-34,Rural,"90.5"
Kerala,,2004,Male,35-44,Urban,"79.16"
Kerala,,2004,Male,35-44,Rural,"86.51"
Kerala,,2004,Male,45-54,Urban,"68.24"
Kerala,,2004,Male,45-54,Rural,"82.05"
Kerala,,2004,Male,55+,Urban,"73.31"
Kerala,,2004,Male,55+,Rural,"59.5"
Kerala,,2004,Female,15-24,Urban,"85.09"
Kerala,,2004,Female,15-24,Rural,"77.82"
Kerala,,2004,Female,25-34,Urban,"67.93"
Kerala,,2004,Female,25-34,Rural,"95.57"
Kerala,,2004,Female,35-44,Urban,"51.05"
Kerala,,2004,Female,35-44,Rural,"65.79"
Kerala,,2004,Female,45-54,Urban,"52.84"
Kerala,,2004,Female,45-54,Rural,"88.33"
Kerala,,2004,Female,55+,Urban,"85.11"
Kerala,,2004,Female,55+,Rural,"66.57"
Kerala,,2005,Male,15-24,Urban,"83.78"
Kerala,,2005,Male,15-24,Rural,"69.8"
Kerala,,2005,Male,25-34,Urban,"87.81"
Kerala,,2005,Male,25-34,Rural,"72.71"
Kerala,,2005,Male,35-44,Urban,"70.61"
Kerala,,2005,Male,35-44,Rural,"96.74"
Kerala,,2005,Male,45-54,Urban,"62.54"
Kerala,,2005,Male,45-54,Rural,"56.02"
Kerala,,2005,Male,55+,Urban,"79.23"
Kerala,,2005,Male,55+,Rural,"98.47"
Kerala,,2005,Female,15-24,Urban,"68.89"
Kerala,,2005,Female,15-24,Rural,"53.1"
Kerala,,2005,Female,25-34,Urban,"66.97"
Kerala,,2005,Female,25-34,Rural,"75.3"
Kerala,,2005,Female,35-44,Urban,"58.1"
Kerala,,2005,Female,35-44,Rural,"82.91"
Kerala,,2005,Female,45-54,Urban,"99.89"
Kerala,,2005,Female,45-54,Rural,"72.59"
Kerala,,2005,Female,55+,Urban,"67.74"
Kerala,,2005,Female,55+,Rural,"70.04"
Kerala,,2006,Male,15-24,Urban,"55.76"
Kerala,,2006,Male,15-24,Rural,"94.16"
Kerala,,2006,Male,25-34,Urban,"70.74"
Kerala,,2006,Male,25-34,Rural,"69.36"
Kerala,,2006,Male,35-44,Urban,"82.98"
Kerala,,2006,Male,35-44,Rural,"72.1"
Kerala,,2006,Male,45-54,Urban,"82.41"
Kerala,,2006,Male,45-54,Rural,"53.07"
Kerala,,2006,Male,55+,Urban,"90.69"
Kerala,,2006,Male,55+,Rural,"97.03"
Kerala,,2006,Female,15-24,Urban,"82.44"
Kerala,,2006,Female,15-24,Rural,"97.73"
Kerala,,2006,Female,25-34,Urban,"57.57"
Kerala,,2006,Female,25-34,Rural,"73.87"
Kerala,,2006,Female,35-44,Urban,"80.09"
Kerala,,2006,Female,35-44,Rural,"79.09"
Kerala,,2006,Female,45-54,Urban,"70.07"
Kerala,,2006,Female,45-54,Rural,"66.9"
Kerala,,2006,Female,55+,Urban,"56.34"
Kerala,,2006,Female,55+,Rural,"69.59"
Kerala,,2007,Male,15-24,Urban,"58.13"
Kerala,,2007,Male,15-24,Rural,"86.72"
Kerala,,2007,Male,25-34,Urban,"60.44"
Kerala,,2007,Male,25-34,Rural,"52.93"
Kerala,,2007,Male,35-44,Urban,"77.62"
Kerala,,2007,Male,35-44,Rural,"79.76"
Kerala,,2007,Male,45-54,Urban,"93.6"
Kerala,,2007,Male,45-54,Rural,"78.85"
Kerala,,2007,Male,55+,Urban,"67.27"
Kerala,,2007,Male,55+,Rural,"90.15"
Kerala,,2007,Female,15-24,Urban,"77.01"
Kerala,,2007,Female,15-24,Rural,"53.96"
Kerala,,2007,Female,25-34,Urban,"78.29"
Kerala,,2007,Female,25-34,Rural,"95.4"
Kerala,,2007,Female,35-44,Urban,"69.82"
Kerala,,2007,Female,35-44,Rural,"64.82"
Kerala,,2007,Female,45-54,Urban,"57.17"
Kerala,,2007,Female,45-54,Rural,"57.57"
Kerala,,2007,Female,55+,Urban,"71.64"
Kerala,,2007,Female,55+,Rural,"79.78"
Kerala,,2008,Male,15-24,Urban,"54.03"
Kerala,,2008,Male,15-24,Rural,"96.98"
Kerala,,2008,Male,25-34,Urban,"87.76"
Kerala,,2008,Male,25-34,Rural,"79.33"
Kerala,,2008,Male,35-44,Urban,"91.42"
Kerala,,2008,Male,35-44,Rural,"54.01"
Kerala,,2008,Male,45-54,Urban,"73.84"
Kerala,,2008,Male,45-54,Rural,"81.5"
Kerala,,2008,Male,55+,Urban,"91.43"
Kerala,,2008,Male,55+,Rural,"89.17"
Kerala,,2008,Female,15-24,Urban,"63.85"
Kerala,,2008,Female,15-24,Rural,"97.04"
Kerala,,2008,Female,25-34,Urban,"56.22"
Kerala,,2008,Female,25-34,Rural,"93.76"
Kerala,,2008,Female,35-44,Urban,"98.55"
Kerala,,2008,Female,35-44,Rural,"58.86"
Kerala,,2008,Female,45-54,Urban,"86.1"
Kerala,,2008,Female,45-54,Rural,"52.01"
Kerala,,2008,Female,55+,Urban,"70.27"
Kerala,,2008,Female,55+,Rural,"75.81"
Kerala,,2009,Male,15-24,Urban,"79.03"
Kerala,,2009,Male,15-24,Rural,"96.8"
Kerala,,2009,Male,25-34,Urban,"83.61"
Kerala,,2009,Male,25-34,Rural,"74.06"
Kerala,,2009,Male,35-44,Urban,"90.48"
Kerala,,2009,Male,35-44,Rural,"97.53"
Kerala,,2009,Male,45-54,Urban,"51.1"
Kerala,,2009,Male,45-54,Rural,"99.13"
Kerala,,2009,Male,55+,Urban,"54.31"
Kerala,,2009,Male,55+,Rural,"90.72"
Kerala,,2009,Female,15-24,Urban,"64.02"
Kerala,,2009,Female,15-24,Rural,"56.61"
Kerala,,2009,Female,25-34,Urban,"71.99"
Kerala,,2009,Female,25-34,Rural,"82.2"
Kerala,,2009,Female,35-44,Urban,"69.05"
Kerala,,2009,Female,35-44,Rural,"52.73"
Kerala,,2009,Female,45-54,Urban,"79.97"
Kerala,,2009,Female,45-54,Rural,"95.12"
Kerala,,2009,Female,55+,Urban,"69.16"
Kerala,,2009,Female,55+,Rural,"60.82"
Kerala,,2010,Male,15-24,Urban,"72.13"
Kerala,,2010,Male,15-24,Rural,"52.42"
Kerala,,2010,Male,25-34,Urban,"91.02"
Kerala,,2010,Male,25-34,Rural,"91.32"
Kerala,,2010,Male,35-44,Urban,"79.4"
Kerala,,2010,Male,35-44,Rural,"67.66"
Kerala,,2010,Male,45-54,Urban,"89.99"
Kerala,,2010,Male,45-54,Rural,"77.73"
Kerala,,2010,Male,55+,Urban,"91.3"
Kerala,,2010,Male,55+,Rural,"81.57"
Kerala,,2010,Female,15-24,Urban,"89.22"
Kerala,,2010,Female,15-24,Rural,"79.93"
Kerala,,2010,Female,25-34,Urban,"70.71"
Kerala,,2010,Female,25-34,Rural,"97.9"
Kerala,,2010,Female,35-44,Urban,"77.06"
Kerala,,2010,Female,35-44,Rural,"80.25"
Kerala,,2010,Female,45-54,Urban,"61.02"
Kerala,,2010,Female,45-54,Rural,"81.28"
Kerala,,2010,Female,55+,Urban,"78.58"
Kerala,,2010,Female,55+,Rural,"59.24"
Kerala,,2011,Male,15-24,Urban,"52.98"
Kerala,,2011,Male,15-24,Rural,"80.22"
Kerala,,2011,Male,25-34,Urban,"88.18"
Kerala,,2011,Male,25-34,Rural,"76.17"
Kerala,,2011,Male,35-44,Urban,"61.34"
Kerala,,2011,Male,35-44,Rural,"83.33"
Kerala,,2011,Male,45-54,Urban,"54.01"
Kerala,,2011,Male,45-54,Rural,"72.09"
Kerala,,2011,Male,55+,Urban,"58.17"
